Fax Modem Speed,Number Of Cartridges Included,Battery Type,Tray Capacity,Printer Resolution (Color),ISO Mono Print Speed,Phone Included,Number Of Speed Dials,Supported Paper Sizes,Mobile Device Printing,Compatible Cartridges,Provider_Product_ID,Black Printer Resolution,Maximum Fax Page Memory,EPEAT Qualified,Printer Type,Double-Sided Printing,Batteries Included,pricematch,Copier Resolution (Color),Print Quality,Print (Color) Speed,Type of Interface,Automatic Document Feeder Capacity,Copier Resolution,Media Sizes,Paper Compatibility,Touch Screen,Print (Black/Monochromatic) Speed,Integrated Fax,ENERGY STAR Certified,Copier Speed (B&W),Media Types,Maximum Photo Length,Display Screen Size,Transparency Scanning,Minimum System Requirements,Input Paper Capacity,Duty Cycle,Automatic Document Feeder,Integrated Answering System,Paper Handling,Compact Design,Print Speed (B&W),Multiple Copies,Maximum Document Width,Color Category,Number Of Cartridges Required,Automatic Redial,Maximum Document Length,EPEAT Level,Copier Resolution (Black),Duplex Scan Function,Dye-Sublimation Printer,Networking,Scan (Monochromatic) Speed,Scan (Color) Speed,Print Head Type,Interface(s),Printer Resolution (Black),Fax Machine Type,Maximum Number Of Copies,Scanner Type,Automatic Reduction/Enlargement,Ink Subscription Service Available,Maximum Photo Width,Scan Method,Copy Speed,Scanner Resolution (dpi),DND Omega Publish,Included Software,Networking Capabilities,Photo Printer,Internet Fax Capability,Scanner Resolution,Wireless Networking,Two-Sided Printer,Connector Type(s),Portable,Paper Feeder,Printer Connectivity,Drop Size,Print Speed (Color),Internal Memory,Copy (Color) Speed,PictBridge Enabled,Integrated Caller ID,Memory,Maximum Paper Capacity,Copy (Black/Monochromatic) Speed,ISO Color Print Speed,TWAIN Compliant,Memory Card Slot,Display Screen,Memory Card Type,Monochromatic/Color
33.6 kilobits per second,4,N/A,250,Up to 4800 x 1200,16.5 pages per minute,N/A,N/A,"Letter, legal, government legal, executive, statement, L, photo 2L, 3"" x 5"", 3.9"" x 5.9"", 5.1"" x 7.1"", 8"" x 10"", envelopes (#10, Monarch, 5.5bar), cards (3"" x 5"", 4"" x 6"", 5"" x 8"")",Yes,"HP 950 Black, HP 951 Cyan, HP 951 Magenta, HP 951 Yellow|HP 950XL Black, HP 951XL Cyan, HP 951XL Magenta, HP 951XL Yellow",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 1200 x 600,N/A,16.5 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,No,N/A,N/A,N/A,4.3 inches,N/A,"PC: Windows XP (32-bit, SP3): Intel Pentium II, Celeron or compatible 233MHz processor; 750MB hard drive; Internet Explorer 6; Windows Vista: 800MHz 32-bit (x86) or 64-bit (x64) processor; 2GB hard drive space; Internet Explorer",N/A,"Up to 30,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 1200 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,99,Flatbed,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,14 copies per minute,N/A,N/A,N/A,N/A,13 copies per minute,16.5 pages per minute,N/A,No,Yes,N/A,N/A
N/A,5,N/A,100,Up to 5760 x 1440,38 pages per minute,N/A,N/A,"Half letter, executive, user-definable, A4, B5, A5, A6; 3.5"" x 5"", 4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14""",No,68; 69,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,20 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,38 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows 2000, XP, XP Professional 64 or Vista; Mac OS X 10.3.9, 10.4.11 or 10.5.X",N/A,Medium,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,5,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"Epson printer driver, Web to Page, Epson Easy Photo Print",N/A,No,N/A,N/A,N/A,N/A,N/A,No,Top loader,USB 2.0,3 picoliters,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,38 pages per minute,N/A,No,No,N/A,N/A
N/A,1,N/A,250,N/A,25 pages per minute,N/A,N/A,"Letter, legal, executive, postcards, no. 10 envelopes, Monarch envelopes",Yes,N/A,N/A,N/A,N/A,No,Printer,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (32-bit, SP2 or higher): Intel Pentium 233MHz processor; 512MB RAM; 400MB hard drive space; CD/DVD-ROM drive or Internet; USB or network port",N/A,"Up to 8,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,Bottom loader,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Monochromatic
14.4 kilobits per second,4,N/A,N/A,Up to 6000 x 1200,12 pages per minute,N/A,N/A,"Up to 8.5"" x 11""",Yes,"LC101BK, LC101C, LC101M, LC101Y",N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 2400 x 1200,N/A,27 pages per minute,N/A,20 sheets,N/A,N/A,N/A,N/A,33 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows Server 2003, 2003 x64, 2003 R2, 2003 Rs x64, 2008 or 2008 R2, XP, XP Professional X64, Vista or 7, Mac: OS X 10.6.x, 10.7.x or 10.8.x",N/A,"Up to 2,500",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,11 inches,N/A,Up to 2400 x 1200,N/A,N/A,Wired/Wireless,6 copies per minute,6 copies per minute,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB|Brother iPrint&Scan|Google Cloud Print,N/A,N/A,Yes,6 copies per minute,N/A,N/A,N/A,N/A,6 copies per minute,10 pages per minute,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,N/A,N/A,550,Up to 2400 x 600,N/A,N/A,N/A,"A4, A5, B5, B5 Envelope, B6, C5 Envelope, Com10 Envelope, DL Envelope, Monarch Envelope, Statement, executive, legal, letter",Yes,N/A,1024572026,N/A,N/A,No,Printer|Copier|Fax|Scanner,Yes,N/A,yes,Up to 600 x 600,N/A,21 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,21 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Up to 40,000",N/A,N/A,"125-Sheet, 250-Sheet Cassette tray, 50-Sheet Duplex automatic document feeder, 50-Sheet Multipurpose Tray",N/A,N/A,N/A,8.50 inches,White,4,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,21 copies per minute,10 copies per minute,N/A,N/A,Up to 2400 x 600,N/A,99,Flatbed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 600 x 600,N/A,N/A,N/A,No,Multipurpose tray,Ethernet|USB|USB 2.0|Wi-Fi|Google Cloud Print|Apple AirPrint|Canon Mobile Printing,N/A,N/A,Yes,21 copies per minute,N/A,N/A,N/A,N/A,21 copies per minute,N/A,N/A,No,Yes,N/A,Color
N/A,4,N/A,250,Up to 2400 x 600,19 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, envelopes, custom size: 3&quot, to 8.5&quot, (w), 4.6"" to 14""",Yes,N/A,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,19 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,19 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"PC: Windows XP (64-bit), XP Home, XP Professional, Vista, 7 or 8 or Server 2003, 2003 (64-bit), 2008 or 2008 (R2), Mac: 10.6.8, 10.7.x or 10.8.x",N/A,"Up to 30,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,White,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,19 pages per minute,N/A,No,No,N/A,Color
N/A,N/A,N/A,N/A,Up to 4800 x 1200,20 pages per minute,N/A,N/A,"Letter, Legal, A4, 8"" x 10"", 5"" x 7"", 4"" x 6""",Yes,"786 Standard capacity, 786XL High-capacity",N/A,N/A,N/A,No,All In One,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,4.3 inches,N/A,"Windows 8 (32-bit, 64-bit), Windows 7 (32-bit, 64-bit), Windows Vista (32-bit, 64-bit), Windows XP SP3 (32-bit), Windows XP Professional x64 Edition, Mac OS X 10.5.8 - 10.9.x7",N/A,"Up to 30,000",N/A,N/A,N/A,N/A,N/A,N/A,8.5 inches,Black,4,N/A,47.2 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 4800 x 1200,N/A,N/A,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,Apple AirPrint,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,19 copies per minute,20 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 1200 x 1200 dpi,N/A,N/A,N/A,N/A,N/A,yes,N/A,For documents,N/A,"USB,",N/A,N/A,"3"" x 5"", 4"" x 6"", 5"" x 7"", 5"" x 8"", A4 - 8.27"" x 11.69"", Com 9 Envelope - 3.86"" x 8.86"", Com10 Envelope - 4.13"" x 9.49"", Custom Size, Executive - 7.24"" x 10.51"", Folio - 8.50"" x 13"", Legal - 8.50"" x 14"", Letter - 8.50"" x 11"", Monarch Envelope, Statement",N/A,N/A,N/A,N/A,N/A,N/A,"Bond Paper, Card Stock, Color Paper, Envelope, Letterhead, Light Paper, Plain Paper, Pre-punched Paper, Preprinted Paper, Recycled Paper, Rough Paper, Transparency, pack",N/A,N/A,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,N/A,N/A,Up to 62 ppm (Print speeds vary with use. See manufacturer for info on print speeds.),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,512MB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,Up to 5760 x 1440,2.8 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", A4 (8.3"" x 11.7""), letter (8.5"" x 11""), legal (8.5"" x 14""), 11"" x 14"", 12"" x 12"", B (11"" x 17""), A3 (11.7"" x 16.5""), Super B (13"" x 19"")",Yes,"T079120, T079220, T079320, T079420, T079520",N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows 8, Windows 7, Windows Vista, Windows XP, Windows XP Professional x64 Edition, Mac OS X 10.4.11, 10.5.x, 10.6.x, 10.7.x, 10.8.x",N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,13 inches,Multi,6,N/A,44 inches,N/A,N/A,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Apple AirPrint,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,2.8 pages per minute,N/A,No,N/A,N/A,N/A
N/A,1,N/A,250,N/A,30 pages per minute,N/A,N/A,"#10, #7-3/4 (monarch) and custom 3"" x 5"" - 8.5"" x 14""",No,N/A,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,30 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"Windows 2000, XP Home, XP Professional, Server 2003 or 32-/64-bit Vista, 512MB RAM, 350MB hard disk space; Mac OS X v10.3.9, 10.4.3 and 10.5; 128MB RAM; 150MB hard disk space",N/A,"Up to 25,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Gray,1,N/A,14 inches,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,No,N/A,Monochromatic
33.6 kilobits per second,4,N/A,250,Up to 600 x 600,21 pages per minute,N/A,N/A,"3"" x 5"" to 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 300 x 420,N/A,21 pages per minute,N/A,50 sheets,N/A,N/A,N/A,N/A,21 pages per minute,Yes,No,N/A,N/A,N/A,3.5 inches,N/A,"PC: Windows XP (SP2 or later), Server 2003 (SP1 or later), Server 2008, Server 2008 R2 (64-bit), Server 2012 (64-bit), 7 (SP1 or later), Vista or 8, 200MB disk space, Mac: OS X 10.6 Leopard, 10.7 Lion, 10.8 Mountain Lion or 10.9 Mavericks",N/A,"Up to 40,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 300 x 420,N/A,N/A,Wired/Wireless,17 copies per minute,13 copies per minute,N/A,N/A,N/A,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 300 x 300,N/A,N/A,N/A,No,N/A,USB|Apple AirPrint|HP ePrint,N/A,N/A,Yes,21 copies per minute,N/A,N/A,N/A,N/A,21 copies per minute,21 pages per minute,N/A,N/A,Yes,N/A,Color
N/A,4,N/A,100,Up to 5760 x 1440,8.7 pages per minute,N/A,N/A,"4"" x 6"", 5"" x 7"", 8"" x 10"", 8.5"" x 11"", 8.5"" x 14"", 16:9 wide, half letter, A4, A6, #10 envelopes",Yes,200; 200XL,1024534572,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 360 x 360,N/A,4.5 pages per minute,N/A,100 sheets,N/A,N/A,N/A,N/A,8.7 pages per minute,No,Yes,N/A,N/A,N/A,2.5 inches,N/A,"PC: Windows XP Professional x64, XP (32-bit with SP3 or higher), Vista (32- or 64-bit), 7 (32- or 64-bit) or 8 (32- or 64-bit); Mac: OS X 10.5.8, 10.6.x, 10.7.x or 10.8.x; Internet access",N/A,Light,N/A,N/A,Up to 100 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 360 x 360,N/A,N/A,Wireless,N/A,N/A,N/A,N/A,Up to 5760 x 1440,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,"Epson printer driver, Epson Scan",N/A,No,N/A,Up to 1200,N/A,N/A,N/A,No,Tray loader,USB 2.0,3 picoliters,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,4.5 pages per minute,N/A,No,Yes,N/A,N/A
N/A,N/A,N/A,250,N/A,26 pages per minute,N/A,N/A,"250-sheet input tray: 5.8"" x 8.27"" to 8.5"" x 14""; priority feed slot: 3"" x 5"" to 8.5"" x 14""",No,N/A,N/A,N/A,N/A,Yes,Printer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26 pages per minute,N/A,No,N/A,N/A,N/A,N/A,N/A,"PC: Windows 7 (32-/64-bit) or 8: 1GB RAM; Windows Server 2003, Server 2008 (32-/64-bit), XP or Vista (32-/64-bit): 512MB RAM; 350MB free space; Mac: OS X v10.4, 10.5 or 10.6; 256MB RAM; 150MB free space; CD-ROM drive; USB port",N/A,"Up to 8,000",N/A,N/A,N/A,N/A,N/A,N/A,8.27 inches,Black,N/A,N/A,14 inches,Silver,N/A,N/A,N/A,Wired,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,No,N/A,Ethernet|USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,Monochromatic
N/A,4,N/A,150,Up to 600 x 600,14 pages per minute,N/A,N/A,"Letter, legal, executive, 4"" x 6"", 5"" x 8"", 8.5"" x 13"", #10 Monarch envelopes; custom: 3"" x 5"" - 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,Printer,N/A,N/A,yes,N/A,N/A,14 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,14 pages per minute,N/A,No,N/A,N/A,N/A,3.5 inches,N/A,"PC: Up to 1.0GHz processor, Microsoft Windows XP, Vista or 7 (32- or 64-bit), up to 2GB RAM; 200MB hard drive space; Mac: PowerPC G4, G5 or Intel Core processor; OS X 10.5, 10.6 or 10.7; USB or network port; CD/DVD-ROM or Internet",N/A,"Up to 30,000",N/A,N/A,Up to 150 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 600 x 600,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,14 pages per minute,N/A,No,Yes,N/A,Color
N/A,6,N/A,125,Up to 9600 x 2400,15 pages per minute,N/A,N/A,"Letter, legal, envelope (U.S. #10), 4"" x 6"", 5"" x 7"" and 8"" x 10""",Yes,"PGI-250 PGBK XL, CLI-251XL C, CLI-251XL M, CLI-251XL Y, CLI-251XL BK|PGI-250 PGBK, CLI-251 C, CLI-251 M, CLI-251 Y, CLI-251 BK",N/A,N/A,N/A,Yes,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,10 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,15 pages per minute,N/A,No,N/A,N/A,N/A,3.5 inches,N/A,"PC: Windows XP SP3 (32-bit), Vista SP1 or SP2, 7, 7 SP1, 8 or 8.1, Mac: OS X 10.6.8 to 10.9",N/A,Unknown,N/A,N/A,Up to 125 sheets,N/A,N/A,N/A,8.5 inches,Black,6,N/A,14 inches,Silver,Up to 600 x 600,N/A,N/A,Wireless,7.7 copies per minute,7.7 copies per minute,N/A,N/A,Up to 600 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 4800 x 2400,N/A,N/A,N/A,No,Bottom loader,USB,N/A,N/A,No,7.7 copies per minute,N/A,N/A,N/A,N/A,7.7 copies per minute,10 pages per minute,N/A,Yes,Yes,N/A,N/A
N/A,4,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,"Input tray: 8.3 x 11 to 13 x 19 in, manual feed: 13 x 19 to 24 x 74.7 in, roll: 11 to 24 in",Yes,"CZ129A, CZ130A, CZ131A, CZ132A, CZ133A, CZ134A, CZ135A, CZ136A",N/A,N/A,N/A,Yes,Printer,N/A,N/A,yes,N/A,N/A,0.86 pages per minute,N/A,N/A,N/A,N/A,N/A,N/A,0.86 pages per minute,N/A,Yes,N/A,N/A,N/A,N/A,N/A,None,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,24 inches,Black,4,N/A,74.7 inches,Bronze,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,No,N/A,Ethernet,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,N/A
33.6 kilobits per second,4,N/A,250,Up to 4800 x 1200,14 pages per minute,N/A,N/A,"Letter, legal, executive, index card (3"" x 5"", 4"" x 6"", 5"" x 8""), 3"" x 5"", 4"" x 6"", 6"" x 8 "", 5"" x 7"", 8"" x 10"", 8.5"" x 13"", envelope (#10, A2, C5, C6, DL, Monarch)",Yes,"HP 932, HP 933, HP 932XL, HP 933XL",N/A,N/A,N/A,No,All In One,No,N/A,yes,Up to 600,N/A,8 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,14 pages per minute,Yes,Yes,N/A,N/A,N/A,2.65 inches,N/A,"PC: Up to 1GHz processor, Microsoft Windows XP (SP3 or higher, 32-bit), Vista and 7, up to 2GB hard drive space; Mac: PowerPC G4, G5 or Intel&#174; Core&#8482; processor; OS X 10.5, 10.6 and 10.7; USB port; CD/DVD-ROM drive or Internet connection",N/A,"Up to 12,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,16.5 inches,Black,4,N/A,23.4 inches,N/A,Up to 600,N/A,N/A,Wireless,2.8 copies per minute,2.8 copies per minute,N/A,N/A,Up to 1200 x 600,N/A,99,Flatbed,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,30 copies per minute,N/A,N/A,N/A,N/A,32 copies per minute,8 pages per minute,N/A,No,Yes,N/A,N/A
N/A,1,N/A,250,N/A,N/A,N/A,N/A,"Up to 8.5"" x 14"" (legal), manual feed slot: 3"" to 8.5"" in width and 5"" to 14"" in length",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32 pages per minute,N/A,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows XP (Home, Professional, and Professional x64 editions), Vista, 7, 8 or 8.1, Windows Server 2003 (32- or 64-bit), 2008, 2008 R2, 2012 or 2012 R2, Mac: OS X 10.7.5, 10.8.x or 10.9.x.; Linux",N/A,"Up to 10,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,1,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 2400 x 600,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 600,N/A,N/A,N/A,No,N/A,USB 2.0|Brother iPrint&Scan|Google Cloud Print,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,32 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
33.6 kilobits per second,4,N/A,150,Up to 2400,17 pages per minute,N/A,N/A,"3"", x 5"", to 8.5"" x 14"", letter, legal and executive, envelopes (#10 and Monarch #7 3/4) and postcards (standard #10)",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 600 x 600,N/A,4 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,17 pages per minute,Yes,No,N/A,N/A,N/A,3.5 inches,N/A,"PC: Windows XP (32-bit, SP2 or later), Vista, 7 or 8 (32- or 64-bit), 512MB RAM, 200MB available hard drive space; Mac: PowerPC G4, G5 or Intel Core processor; OS X 10.6 or later; 500MB available hard drive space",N/A,"Up to 20,000",N/A,N/A,Up to 150 sheets,N/A,N/A,N/A,8.5 inches,Black,4,N/A,14 inches,N/A,Up to 600 x 600,N/A,N/A,Wired/Wireless,7.5 copies per minute,5.5 copies per minute,N/A,N/A,N/A,N/A,99,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Up to 1200,N/A,N/A,N/A,No,N/A,USB 2.0|Apple AirPrint|HP ePrint,N/A,N/A,Yes,4 copies per minute,N/A,N/A,N/A,N/A,17 copies per minute,4 pages per minute,N/A,N/A,Yes,N/A,Color
33.6 kilobits per second,4,N/A,500,Up to 6000 x 1200,22 pages per minute,N/A,N/A,"11"" x 17""",Yes,LC103BK/C/M/Y,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,Up to 2400 x 1200,N/A,27 pages per minute,N/A,35 sheets,N/A,N/A,N/A,N/A,35 pages per minute,Yes,No,N/A,N/A,N/A,2.7 inches,N/A,"PC: Windows Server 2003, Server 2003 R2, Server 2008, Server 2008 R2, Server 2012, XP Home, XP Professional, Vista, 7 or 8, Mac: OS X v10.6x, 10.7x or 10.8x",N/A,"Up to 25,000",N/A,N/A,Up to 500 sheets,N/A,N/A,N/A,11 inches,Gray,4,N/A,17 inches,N/A,Up to 2400 x 1200,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 6000 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 2400 x 1200,N/A,N/A,N/A,No,N/A,USB,N/A,N/A,Yes,9 copies per minute,N/A,N/A,N/A,N/A,12 copies per minute,20 pages per minute,N/A,Yes,Yes,N/A,N/A
33.6 kilobits per second,2,N/A,250,N/A,42 pages per minute,N/A,N/A,"Letter, legal, executive, A4, A5, A6, B5, B6, custom from 3&quot, x 5"" to 8.5"" x 14""",Yes,N/A,N/A,N/A,N/A,No,All In One,Yes,N/A,yes,N/A,N/A,N/A,N/A,50 sheets,N/A,N/A,N/A,N/A,42 pages per minute,Yes,No,N/A,N/A,N/A,N/A,N/A,Windows or Mac OS,N/A,"Up to 50,000",N/A,N/A,Up to 250 sheets,N/A,N/A,N/A,8.5 inches,Black,2,N/A,14 inches,N/A,N/A,N/A,N/A,Wired/Wireless,N/A,N/A,N/A,N/A,Up to 1200 x 1200,N/A,N/A,Flatbed,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Up to 19200 x 19200,N/A,N/A,N/A,No,N/A,USB 2.0,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,42 copies per minute,N/A,N/A,N/A,Yes,N/A,Monochromatic
