Number Of Speakers,Video Input(s),Maximum Contrast Ratio (Dynamic),Language Options,Headphone Jack,Video Output(s),Surround Sound Supported,RF Antenna Input,Smart Capable,USB Port,Media Card Slot,3D-Ready,PC Input,Viewing Modes,Sound Leveler,Mount Type,DVD Player Included,Product Height (without stand),S-Video Inputs,USB Input,Instant Content Supported,Maximum Resolution,Screen Size,On-Screen Display Languages,Product Depth (with stand),Video Outputs,Sleep Timer,3D Technology,Battery Type,DVI Inputs,Number Of Composite Video Inputs,Brightness,Digital Tuner,Power Consumption (watts) Power On,Product Depth Without Stand,Closed Captioning,Digital Comb Filter,Product Weight With Stand,Specific Manufacturer Technologies,Battery Size,Product Height With Stand,Product Height Without Stand,Composite Inputs,Product Depth With Stand,Power Consumption (watts) Stand-by,Estimated Yearly Electricity Use (kWh),Instant Content,VESA Wall Mount Standard,TV/DVD Combo,Minimum Contrast Ratio (Dynamic),Estimated Annual Operating Cost,Component Video Inputs,Horizontal Viewing Angle,Product Weight Without Stand,Number Of HDMI Inputs,Alarm Timer,Number Of HDMI Outputs,Screen Refresh Rate,Batteries Included,TV Type,Screen Size (Measured Diagonally),Secure Digital Memory Card Slot,Speakers,Resolution (Native),Vertical Resolution,Anti-Glare Screen Coating,V-Chip,Refresh Rate,Watts/Channel,PC Inputs,Curved Screen,Resolution,DLNA Certified,Media Card Compatibility,Dynamic Contrast Ratio,Local Dimming,Estimated Annual Electricity Use,Built-In Player,Cable(s) Included,Speaker Output,Input(s),HDMI Inputs,Number Of Analog Audio Outputs,Number Of USB Port(s),Network Compatibility,Maximum Contrast Ratio (Native),A/V Outputs,Color Category,ENERGY STAR Certified,Number Of Auxiliary Inputs,Display Type,Aspect Ratio,Speaker Output Power,Indoor Or Outdoor Use,Audio Outputs,Widescreen,Language(s) Displayed,DND Omega Publish,Simulated Surround,EPEAT Qualified,Mount Bracket/VESA Pattern,Remote Control Type,Estimated Yearly Operating Cost,Volume Leveler,pricematch,Ethernet Port,DLNA,Screen Size Class,EPEAT Level,Product Depth (without stand),Number Of DVI Inputs,Wall Mountable,Headphone Jacks,Number Of Digital Optical Audio Outputs,Product Height (with stand),Weather Resistant,Channel Labeling,Number Of Component Video Inputs,Speaker Location,Integrated Camera,Vertical Viewing Angle
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,38.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,3.5 inches,N/A,N/A,17 pounds,N/A,N/A,22.63 inches,20.88 inches,N/A,8.5 inches,N/A,N/A,N/A,200mm x 200mm,No,N/A,10 United States dollars,N/A,N/A,15.2 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,90 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,39 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,1080 x 1920,47.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,28.2 pounds,N/A,N/A,28 inches,24.88 inches,N/A,12.13 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,9 United States dollars,N/A,N/A,24.7 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,81 kilowatt hours,N/A,N/A,N/A,N/A,N/A,0,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Universal,N/A,N/A,yes,N/A,N/A,48 inches,Gold,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AccuWeather|Hulu Plus|MLB.TV|Netflix|Pandora|YouTube,1080 x 1920,39.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,26.4 pounds,N/A,N/A,22.5 inches,20.88 inches,N/A,9.88 inches,N/A,N/A,N/A,200mm x 100mm,No,N/A,8 United States dollars,N/A,N/A,23.1 pounds,2,Yes,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,70 kilowatt hours,N/A,AC power,20 watts,N/A,N/A,0,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Multifunction,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Hulu Plus|Netflix|Pandora|Twitter|YouTube,3840 x 2160,60 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.5 inches,N/A,N/A,56 pounds,N/A,N/A,33.38 inches,30.9 inches,N/A,10.4 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,50 United States dollars,N/A,N/A,48.7 pounds,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,459 kilowatt hours,N/A,USB,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,60 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,1400,N/A,Yes,Not Applicable,N/A,N/A,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1920 x 1080,32 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,400 candela per square meter,Yes,N/A,6.29 inches,N/A,N/A,45 pounds,N/A,N/A,22.12 inches,22.12 inches,N/A,6.29 inches,N/A,N/A,N/A,100mm x 100mm,No,N/A,13 United States dollars,N/A,N/A,45 pounds,2,Yes,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,Yes,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,117 kilowatt hours,N/A,Not Applicable,20 watts,N/A,N/A,1,0,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,Outdoor,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,1,Yes,N/A,0,N/A,Yes,Yes,2,N/A,N/A,N/A
2,Component video,N/A,N/A,No,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Internet Browser,1366 x 768,23.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,1.9 inches,N/A,N/A,9 pounds,N/A,N/A,15.13 inches,13.75 inches,N/A,6.5 inches,N/A,N/A,N/A,75mm x 75mm,No,N/A,4 United States dollars,N/A,N/A,8.6 pounds,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,39 kilowatt hours,N/A,N/A,6 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Standard,N/A,N/A,yes,N/A,N/A,24 inches,Silver,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|Pandora|Skype|Twitter|YouTube,3840 x 2160,69.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,3 inches,N/A,N/A,98.3 pounds,N/A,N/A,38 inches,35.71 inches,N/A,14.29 inches,N/A,N/A,N/A,400mm x 300mm,Yes,N/A,28 United States dollars,N/A,N/A,95.5 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,252 kilowatt hours,N/A,AC power,20 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Multi,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,70 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter,3840 x 2160,40 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,Yes,N/A,2 inches,N/A,N/A,25.1 pounds,N/A,N/A,23.13 inches,21.25 inches,N/A,10.25 inches,N/A,N/A,N/A,200mm x 200mm,N/A,N/A,11 United States dollars,N/A,N/A,19.2 pounds,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,102 kilowatt hours,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,40 inches,N/A,N/A,0,N/A,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,N/A,N/A,"English, French, Spanish",N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,"17-3/8""",N/A,Yes,N/A,1366 x 768,N/A,N/A,"8-1/8""",N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,78.5,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,60Hz,N/A,LED,"31-1/2""",N/A,2,N/A,720p,N/A,Yes,N/A,10,1,N/A,N/A,N/A,N/A,5000:1,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:9,20W,N/A,2,N/A,N/A,Yes,N/A,No,200mm x 100mm,N/A,$8.60,N/A,yes,No,N/A,"32""",N/A,"3-1/2""",N/A,N/A,Yes,N/A,"19-3/8""",N/A,N/A,N/A,N/A,N/A,N/A
2,HDMI|Component video|Composite video,500000,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,160 candela per square meter,N/A,N/A,3.4 inches,N/A,Yes,9 pounds,N/A,N/A,19.2 inches,17.5 inches,N/A,6.4 inches,N/A,N/A,N/A,200mm x 100mm,N/A,N/A,8 United States dollars,N/A,178 degrees,8.8 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,72 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,3000,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32 inches,N/A,N/A,N/A,Yes,N/A,1,N/A,N/A,Yes,1,N/A,N/A,178 degrees
2,Component video,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook,3840 x 2160,54.64 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.12 inches,N/A,N/A,46.1 pounds,N/A,N/A,30.2 inches,27.9 inches,N/A,9.76 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,34 United States dollars,N/A,N/A,40.7 pounds,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,312.9 kilowatt hours,N/A,AC power,30 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,31.5 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,N/A,N/A,3.5 inches,N/A,N/A,11.4 pounds,N/A,N/A,19.63 inches,17.5 inches,N/A,8.38 inches,N/A,N/A,N/A,200mm x 100mm,No,1,9 United States dollars,N/A,N/A,10.4 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,81 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Skype|Twitter,3840 x 2160,64.5 inches,N/A,N/A,N/A,Yes,Yes,N/A,N/A,2,N/A,Yes,N/A,4 inches,N/A,N/A,102.7 pounds,N/A,N/A,36.13 inches,34.63 inches,N/A,12.63 inches,N/A,N/A,N/A,400mm x 300mm,N/A,N/A,27 United States dollars,N/A,N/A,101.2 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,237 kilowatt hours,N/A,AC power,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Touchpad,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,2,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter,1080 x 1920,54.63 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,39.9 pounds,N/A,N/A,31.25 inches,28.25 inches,N/A,12.13 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,11 United States dollars,N/A,N/A,36.6 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,97 kilowatt hours,N/A,HDMI,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,55 inches,Gold,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amazon Video|CinemaNow|Crackle|Facebook|Google Maps|Hulu Plus|M-GO|MLB.TV|Netflix|Picasa|Red Box Instant|Rhapsody|Skype|Spotify|Twitter|Ustream|Viewster|vTuner|VUDU|YouTube,3840 x 2160,78.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,3.5 inches,N/A,N/A,132.3 pounds,N/A,N/A,42.38 inches,39.9 inches,N/A,13 inches,N/A,N/A,N/A,600mm x 400mm,No,N/A,27 United States dollars,N/A,N/A,125.7 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,240Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,248 kilowatt hours,N/A,SMART,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,79 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hulu Plus|Netflix|YouTube,1080 x 1920,64.5 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.38 inches,N/A,N/A,66.8 pounds,N/A,N/A,35.5 inches,33.5 inches,N/A,12.38 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,15 United States dollars,N/A,N/A,63.7 pounds,3,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,137 kilowatt hours,N/A,USB,20 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Magic,N/A,N/A,yes,N/A,N/A,65 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,Yes,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Facebook|Netflix|Pandora|Twitter|YouTube,1080 x 1920,54.63 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.5 inches,N/A,N/A,59.4 pounds,N/A,N/A,30.63 inches,28.38 inches,N/A,11.38 inches,N/A,N/A,N/A,400mm x 400mm,No,N/A,18 United States dollars,N/A,N/A,50.6 pounds,4,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,163 kilowatt hours,N/A,USB,30 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Smart,N/A,N/A,N/A,N/A,N/A,55 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|HDMI|RF/antenna,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,23 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,250 candela per square meter,Yes,N/A,1.75 inches,N/A,N/A,8.3 pounds,N/A,N/A,15.63 inches,13.9 inches,N/A,7.75 inches,N/A,N/A,N/A,100mm x 100mm,No,N/A,7 United States dollars,N/A,N/A,7.7 pounds,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,62 kilowatt hours,N/A,N/A,6 watts,N/A,N/A,1,1,N/A,N/A,N/A,Blue,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,23 inches,N/A,N/A,0,Yes,N/A,1,N/A,N/A,N/A,1,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,32 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,450 candela per square meter,N/A,N/A,3.75 inches,N/A,N/A,29 pounds,N/A,N/A,19.38 inches,18.38 inches,N/A,4.75 inches,N/A,N/A,N/A,100mm x 100mm,N/A,N/A,15.4 United States dollars,N/A,N/A,26 pounds,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,140 kilowatt hours,N/A,N/A,20 watts,N/A,N/A,N/A,0,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,English|French|Spanish,N/A,Yes,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,32 inches,N/A,N/A,1,N/A,N/A,2,N/A,N/A,N/A,2,N/A,N/A,N/A
2,Component video|Composite video|DVI|HDMI,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1080 x 1920,24 inches,N/A,N/A,N/A,Yes,No,N/A,N/A,1,N/A,Yes,N/A,2.63 inches,N/A,N/A,8.38 pounds,N/A,N/A,14 inches,13.38 inches,N/A,5 inches,N/A,N/A,N/A,75mm x 75mm,No,N/A,6 United States dollars,N/A,N/A,5.4 pounds,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1080p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,54 kilowatt hours,N/A,N/A,5 watts,N/A,N/A,1,1,N/A,N/A,N/A,Black,Yes,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,Standard,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,1,Yes,N/A,2,N/A,N/A,Yes,1,N/A,N/A,N/A
2,Component video,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,No,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,None,1366 x 768,23.63 inches,N/A,N/A,N/A,N/A,No,N/A,N/A,1,N/A,N/A,N/A,2.13 inches,N/A,N/A,7.28 pounds,N/A,N/A,15.13 inches,13.5 inches,N/A,5.5 inches,N/A,N/A,N/A,75mm x 75mm,No,N/A,5 United States dollars,N/A,N/A,7.3 pounds,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720p,N/A,Yes,60Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,45 kilowatt hours,N/A,N/A,10 watts,N/A,N/A,N/A,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,yes,N/A,N/A,24 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
N/A,Component video|Composite video|HDMI,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,84.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,0,N/A,Yes,N/A,2.88 inches,N/A,N/A,85.8 pounds,N/A,N/A,64 inches,64.4 inches,N/A,22.9 inches,N/A,N/A,N/A,N/A,No,N/A,55 United States dollars,N/A,N/A,58.6 pounds,0,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,Yes,N/A,N/A,N/A,500 kilowatt hours,N/A,SMART,N/A,N/A,N/A,1,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart Touch,N/A,N/A,yes,N/A,N/A,85 inches,N/A,N/A,0,No,N/A,1,N/A,N/A,N/A,0,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Yes,Yes,No,Yes,N/A,N/A,N/A,N/A,N/A,"44-3/4""",N/A,Yes,N/A,3840 x 2160,N/A,N/A,"22-3/8""",N/A,Yes,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,525,"Netflix, Pandora, Skype, Facebook, YouTube",N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,120Hz,N/A,LED,"84""",N/A,N/A,N/A,2160p (4K),N/A,Yes,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,16:9,50W,N/A,N/A,N/A,N/A,No,Yes,N/A,400mm x 400mm,N/A,$58,N/A,yes,Yes,Yes,"84""",N/A,"3-5/8""",N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Side,N/A,N/A
2,Component video|Composite video|HDMI,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ESPN ScoreCenter|Facebook|HBO GO|Hulu Plus|Netflix|Pandora|Skype|YouTube,3840 x 2160,74.5 inches,N/A,N/A,N/A,N/A,Yes,N/A,N/A,2,N/A,Yes,N/A,1.5 inches,N/A,N/A,N/A,N/A,N/A,39.63 inches,37.88 inches,N/A,13.5 inches,N/A,N/A,N/A,600mm x 400mm,No,N/A,34 United States dollars,N/A,N/A,79.8 pounds,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2160p (4K),N/A,Yes,120Hz,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,310 kilowatt hours,N/A,SMART,N/A,N/A,N/A,0,1,N/A,N/A,N/A,Black,No,N/A,LED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,Smart,N/A,N/A,yes,N/A,N/A,75 inches,N/A,N/A,0,Yes,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A
